Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Unnamed: 13
BUENOS AIRES,25 de Mayo,25 de Mayo,6854100,873,4.704,0,2,0,975,0,664,7.218,0.0
BUENOS AIRES,25 de Mayo,Norberto de la Riestra,6854060,0,782,0,6,167,0,0,327,1.282,0.0
BUENOS AIRES,9 de Julio,9 de Julio,6588100,4.360,3.362,82,5.886,83,1,0,831,14.605,0.0
BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),6588060,199,0,0,2,2,0,0,0,203,0.0
BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),6588120,0,0,0,88,0,0,0,42,130,0.0
BUENOS AIRES,Adolfo Alsina,Carhué,6007010,780,0,1,1.418,1,0,0,283,2.483,0.0
BUENOS AIRES,Adolfo Alsina,Maza,6007070,0,0,0,390,0,2,0,14,406,0.0
BUENOS AIRES,Adolfo Alsina,Rivera,6007080,0,0,0,1.202,0,0,0,0,1.202,0.0
BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,6007020,0,0,0,198,0,0,0,0,198,0.0
BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,6007050,0,0,0,58,0,0,0,0,58,0.0
BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),6014010,549,0,2,943,0,0,0,313,1.807,0.0
BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,6014020,0,0,0,630,0,0,0,59,689,0.0
BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),6021010,457,0,6,1,0,0,0,8,472,0.0
BUENOS AIRES,Almirante Brown,Adrogué,6028010,214,9.259,59,11.442,2,1,0,26,21.003,0.0
BUENOS AIRES,Almirante Brown,Burzaco,6028010,142,16.127,35,11.335,40,2,0,292,27.973,0.0
BUENOS AIRES,Almirante Brown,Claypole,6028010,5,7.568,3,4.149,13,0,0,2,11.740,0.0
BUENOS AIRES,Almirante Brown,Glew,6028010,55,7.978,10,11.652,12,0,0,54,19.761,0.0
BUENOS AIRES,Almirante Brown,Jose Mármol,6028010,0,7.374,1,1.410,2,0,0,1,8.788,0.0
BUENOS AIRES,Almirante Brown,Longchamps,6028010,30,9.559,20,14.739,24,0,0,1,24.373,0.0
BUENOS AIRES,Almirante Brown,Malvinas Argentinas,6028010,2,5.311,3,54,2,0,0,1,5.373,0.0
BUENOS AIRES,Almirante Brown,Ministro Rivadavia,6028010,3,3.418,4,4.066,4,0,0,1,7.496,0.0
BUENOS AIRES,Almirante Brown,Rafael Calzada,6028010,37,10.375,15,9.925,193,0,0,340,20.885,0.0
BUENOS AIRES,Almirante Brown,San Francisco Solano,6028010,26,4.232,4,3.261,131,0,0,2,7.656,0.0
BUENOS AIRES,Almirante Brown,San Jose,6028010,3,9.174,2,195,0,3,0,1,9.378,0.0
BUENOS AIRES,Arrecifes,Arrecifes,6077010,906,1.127,12,4.393,60,1,0,1.882,8.381,0.0
BUENOS AIRES,Arrecifes,Todd,6077020,0,0,0,304,0,0,0,0,304,0.0
BUENOS AIRES,Avellaneda,Avellaneda,6035010,1.486,8.698,48,5.769,68,5,0,87,16.161,0.0
BUENOS AIRES,Avellaneda,Crucesita,6035010,1,4.956,0,2.723,2,0,0,0,7.682,0.0
BUENOS AIRES,Avellaneda,Dock Sud,6035010,11,664,0,2.421,12,0,0,26,3.134,0.0
BUENOS AIRES,Avellaneda,Gerli,6035010,3,6.053,0,4.334,0,0,0,0,10.390,0.0
BUENOS AIRES,Avellaneda,Pineyro,6035010,9,5.981,1,2.324,0,0,0,0,8.315,0.0
BUENOS AIRES,Avellaneda,Sarandí,6035010,1.935,10.031,67,11.628,4,2,0,1,23.668,0.0
BUENOS AIRES,Avellaneda,Villa Domínico,6035010,16,8.928,2,6.819,11,0,0,191,15.967,0.0
BUENOS AIRES,Avellaneda,Wilde,6035010,2.052,12.587,66,12.956,8,0,0,0,27.669,0.0
BUENOS AIRES,Azul,Azul,6049020,2.424,13.779,51,56,65,2,0,1.145,17.522,0.0
BUENOS AIRES,Bahía Blanca,Bahía Blanca,6056010,4.690,103.773,402,9.084,463,7,0,2.824,121.243,0.0
BUENOS AIRES,Bahía Blanca,Cabildo,6056020,0,193,4,6,5,0,0,153,361,0.0
BUENOS AIRES,Bahía Blanca,Ingeniero White,6056020,0,0,0,1,0,4,0,0,5,0.0
BUENOS AIRES,Balcarce,Balcarce,6063010,1.503,11.047,38,37,47,0,0,883,13.555,0.0
BUENOS AIRES,Balcarce,Napaleofú,6063030,0,0,0,15,0,0,0,50,65,0.0
BUENOS AIRES,Baradero,Baradero,6070010,1.882,6.807,0,3,0,1,0,809,9.502,0.0
BUENOS AIRES,Baradero,Irineo Portela,6070020,0,0,0,1,0,1,0,76,78,0.0
BUENOS AIRES,Benito Juárez,Barker,6084010,0,0,1,10,0,2,0,70,83,0.0
BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),6084020,782,0,20,563,4,1,0,147,1.517,0.0
BUENOS AIRES,Benito Juárez,López,6084030,0,0,0,4,0,0,0,12,16,0.0
BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),6084050,0,0,0,20,0,1,0,100,121,0.0
BUENOS AIRES,Berazategui,Berazategui,6091010,1.620,18.057,42,24.092,57,4,0,49,43.921,0.0
BUENOS AIRES,Berazategui,Berazategui Oeste,6091010,16,79,0,15.170,0,0,0,0,15.265,0.0
BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,6091010,17,1.485,0,1.605,0,0,0,0,3.107,0.0
BUENOS AIRES,Berazategui,Guillermo E. Hudson,6091010,133,6.657,2,8.962,3,0,0,0,15.757,0.0
BUENOS AIRES,Berazategui,Juan María Gutierrez,6091010,501,2.376,4,3.072,0,0,0,44,5.997,0.0
BUENOS AIRES,Berazategui,Pereyra,6091010,9,236,1,310,0,0,0,0,556,0.0
BUENOS AIRES,Berazategui,Plátanos,6091010,0,1.960,0,2.161,1,0,0,0,4.122,0.0
BUENOS AIRES,Berazategui,Ranelagh,6091010,39,2.962,13,7.344,0,1,0,0,10.359,0.0
BUENOS AIRES,Berazategui,Villa España,6091010,2,1.270,0,2.040,0,0,0,0,3.312,0.0
BUENOS AIRES,Berisso,Berisso,6098010,4.198,12.465,23,6.195,29,0,0,368,23.278,0.0
BUENOS AIRES,Berisso,Villa Nueva,6098010,0,0,0,132,0,0,0,250,382,0.0
BUENOS AIRES,Berisso,Barrio El Carmen (Este),6098010,0,0,0,132,0,0,0,250,382,0.0
BUENOS AIRES,Berisso,Villa Arguello,6098010,0,0,0,132,0,0,0,250,382,0.0
BUENOS AIRES,Berisso,Villa Progreso,6098010,0,0,0,132,0,0,0,250,382,0.0
BUENOS AIRES,Bolívar,OTROS,Sin Datos,0,1,0,1,0,0,0,0,2,0.0
BUENOS AIRES,Bolívar,Urdampilleta,6105070,0,0,6,2,6,0,0,71,85,0.0
BUENOS AIRES,Bragado,Bragado,6112010,674,4.209,10,45,0,0,0,210,5.148,0.0
BUENOS AIRES,Bragado,General O'Brien,6112030,321,0,0,83,0,0,0,31,435,0.0
BUENOS AIRES,Bragado,Comodoro Py,6112020,0,0,0,220,0,0,0,2,222,0.0
BUENOS AIRES,Brandsen,Coronel Brandsen,6119050,1.805,5,0,1.480,2,0,0,1.135,4.427,0.0
BUENOS AIRES,Brandsen,Jeppener,6119070,676,0,0,2,0,0,0,0,678,0.0
BUENOS AIRES,Campana,Campana,6126030,2.242,17.445,1,8.700,18,3,0,43,28.452,0.0
BUENOS AIRES,Campana,Alto Los Cardales,6126010,0,0,0,80,0,0,0,41,121,0.0
BUENOS AIRES,Cañuelas,Cañuelas,6134030,1.228,5.116,33,2.261,0,1,0,526,9.165,0.0
BUENOS AIRES,Cañuelas,Máximo Paz,6134050,0,2.692,0,2,0,0,0,270,2.964,0.0
BUENOS AIRES,Cañuelas,Uribelarrea,6134070,60,0,0,403,0,0,0,20,483,0.0
BUENOS AIRES,Carlos Casares,Carlos Casares,6147030,1.425,9,8,1.477,0,0,0,2.461,5.380,0.0
BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,6154010,15,476,1,68,0,0,0,1.188,1.748,0.0
BUENOS AIRES,Castelli,Castelli,6168010,67,1.109,0,1.121,0,2,0,28,2.327,0.0
BUENOS AIRES,Castelli,Centro Guerrero,6168020,0,0,0,46,0,0,0,3,49,0.0
BUENOS AIRES,Castelli,Cerro De La Gloria,6168030,0,0,0,7,0,0,0,0,7,0.0
BUENOS AIRES,Chacabuco,Chacabuco,6210020,925,9.896,16,14,16,0,0,2,10.869,0.0
BUENOS AIRES,Chacabuco,Rawson,6210050,73,0,0,303,28,0,0,128,532,0.0
BUENOS AIRES,Chascomús,Chascomús,6217010,2.159,7.510,85,1.159,85,1,0,0,10.999,0.0
BUENOS AIRES,Chascomús,Barrio San Cayetano,6217020,0,0,0,132,0,0,0,0,132,0.0
BUENOS AIRES,Chivilcoy,Chivilcoy,6224010,2.628,9.147,119,815,119,1,0,3.172,16.001,0.0
BUENOS AIRES,Chivilcoy,Moquehuá,6224050,0,338,0,546,0,0,0,29,913,0.0
BUENOS AIRES,Colón,Colón,6175010,4.143,1.588,0,1.794,0,0,0,20,7.545,0.0
BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),6182030,852,20.293,48,5,0,6,0,0,21.204,0.0
BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,6189030,228,1.160,3,1,0,0,0,32,1.424,0.0
BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),6189040,0,0,0,32,0,0,0,5,37,0.0
BUENOS AIRES,Coronel Dorrego,Oriente,6189070,0,0,0,586,0,0,0,48,634,0.0
BUENOS AIRES,Coronel Dorrego,Balneario Marisol,6189020,0,0,0,342,0,0,0,0,342,0.0
BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),6196010,649,2.056,3,5,0,0,0,171,2.884,0.0
BUENOS AIRES,Coronel Pringles,Indio Rico,6196040,0,0,1,24,0,0,0,3,28,0.0
BUENOS AIRES,Coronel Suárez,Coronel Suárez,6203020,817,2.427,88,1.609,88,0,0,785,5.814,0.0
BUENOS AIRES,Coronel Suárez,Huanguelén,6203050,0,0,1,1.384,0,0,0,527,1.912,0.0
BUENOS AIRES,Coronel Suárez,San José,6203070,0,45,0,706,0,0,0,0,751,0.0
BUENOS AIRES,Coronel Suárez,Santa María,6203080,0,18,0,465,0,0,0,0,483,0.0
BUENOS AIRES,Coronel Suárez,Santa Trinidad,6203090,0,65,0,550,0,0,0,0,615,0.0
BUENOS AIRES,Coronel Suárez,Villa La Arcadia,6203100,0,104,0,72,0,0,0,0,176,0.0
BUENOS AIRES,Dolores,Dolores,6238010,1.575,10.215,1,8,0,0,325,0,12.124,0.0
BUENOS AIRES,Ensenada,Ensenada,6245010,1.534,10.765,17,2.923,6,0,0,2.092,17.337,0.0
BUENOS AIRES,Escobar,Belen de Escobar,6252010,2.964,17.071,21,8.652,333,1,0,97,29.139,0.0
BUENOS AIRES,Escobar,El cazador,6252010,0,971,0,2.226,0,0,0,0,3.197,0.0
BUENOS AIRES,Escobar,Garín,6252010,4.638,9.481,3,3.422,2,1,0,11,17.558,0.0
BUENOS AIRES,Escobar,Ingeniero Maschwitz,6252010,1.126,4.227,3,2.969,1,0,0,300,8.626,0.0
BUENOS AIRES,Escobar,Loma Verde,6252010,0,0,0,999,0,0,0,0,999,0.0
BUENOS AIRES,Escobar,Maquinista F. Savio (este),6252010,533,4.392,0,13,2,0,0,14,4.954,0.0
BUENOS AIRES,Escobar,Matheu,6252010,1.390,2.515,2,1,3,1,0,58,3.970,0.0
BUENOS AIRES,Esteban Echeverría,9 De Abril,6260010,237,6.483,6,12,1,0,0,153,6.892,0.0
BUENOS AIRES,Esteban Echeverría,Canning,6260010,3,3.488,0,1.049,1,0,0,94,4.635,0.0
BUENOS AIRES,Esteban Echeverría,El Jagüel,6260010,0,6.691,0,5,2,1,0,89,6.788,0.0
BUENOS AIRES,Esteban Echeverría,Luis Guillón,6260010,4,7.207,2,1.757,1,0,0,77,9.048,0.0
BUENOS AIRES,Esteban Echeverría,Monte Grande,6260010,211,27.688,61,24.799,70,4,0,312,53.145,0.0
BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),6266020,359,0,6,82,0,0,0,0,447,0.0
BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,6266060,2.709,0,0,235,0,0,0,0,2.944,0.0
BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,6270010,224,0,3,4,0,1,0,0,232,0.0
BUENOS AIRES,Ezeiza,Canning,6270010,194,1.722,1,1.030,1,0,0,50,2.998,0.0
BUENOS AIRES,Ezeiza,Carlos Spegazzini,6270010,343,5.545,2,1.349,164,1,0,1,7.405,0.0
BUENOS AIRES,Ezeiza,José Maria Ezeiza,6270010,540,13.930,13,4.959,0,2,0,92,19.536,0.0
BUENOS AIRES,Ezeiza,La Unión,6270010,107,9.052,1,823,0,2,0,0,9.985,0.0
BUENOS AIRES,Ezeiza,OTROS,Sin Datos,3,1,0,5,0,0,0,0,9,0.0
BUENOS AIRES,Ezeiza,Tristán Suarez,6270010,571,10.640,5,982,18,0,0,4,12.220,0.0
BUENOS AIRES,Florencio Varela,Bosques,6274010,35,7.673,3,3.293,13,0,0,266,11.283,0.0
BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,6274010,7,2.482,4,3.935,0,0,0,0,6.428,0.0
BUENOS AIRES,Florencio Varela,Florencio Varela,6274010,661,18.474,30,22.792,263,3,0,810,43.033,0.0
BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,6274010,13,7.558,6,471,0,0,0,0,8.048,0.0
BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,6274010,2.505,5.087,0,907,0,0,0,0,8.499,0.0
BUENOS AIRES,Florencio Varela,La Capilla,6274010,0,0,0,4,0,0,0,0,4,0.0
BUENOS AIRES,Florencio Varela,Villa Brown,6274010,0,85,0,264,0,0,0,0,349,0.0
BUENOS AIRES,Florencio Varela,Villa Santa Rosa,6274010,31,4.100,1,226,0,0,0,0,4.358,0.0
BUENOS AIRES,Florencio Varela,Villa Vatteone,6274010,12,4.586,1,2.184,0,0,0,0,6.783,0.0
BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,6277020,117,0,0,297,0,0,0,0,414,0.0
BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,6280010,0,0,3,930,0,1,0,31,965,0.0
BUENOS AIRES,General Alvarado,Miramar,6280040,4.888,1.584,74,1,76,1,0,957,7.581,0.0
BUENOS AIRES,General Arenales,Arribeños,6294010,305,301,1,144,15,0,0,261,1.027,0.0
BUENOS AIRES,General Arenales,Ferré,6294040,0,152,0,282,0,0,0,441,875,0.0
BUENOS AIRES,General Arenales,General Arenales,6294050,0,883,1,99,0,0,0,512,1.495,0.0
BUENOS AIRES,General Belgrano,General Belgrano,6301010,513,1.507,5,2,0,1,0,894,2.922,0.0
BUENOS AIRES,General Guido,General Guido,6308010,0,0,1,302,0,0,0,228,531,0.0
BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,6315010,460,486,8,4.033,0,1,0,0,4.988,0.0
BUENOS AIRES,General La Madrid,General La Madrid,6322010,2.510,0,74,1.148,74,0,0,265,4.071,0.0
BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),6329020,272,889,3,1.890,1,0,0,2,3.057,0.0
BUENOS AIRES,General Las Heras,Villars,6329060,0,167,1,45,0,0,0,0,213,0.0
BUENOS AIRES,General Lavalle,General Lavalle,6336020,0,358,0,4,0,1,0,69,432,0.0
BUENOS AIRES,General Lavalle,OTROS,Sin Datos,0,0,0,1,0,0,0,0,1,0.0
BUENOS AIRES,General Lavalle,Pavón,6336030,0,0,0,201,22,0,0,3,226,0.0
BUENOS AIRES,General Paz,Ranchos,6343030,1.243,0,11,553,11,0,0,1.313,3.131,0.0
BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),6351040,0,0,0,332,0,2,0,0,334,0.0
BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,6357110,0,0,0,25,1,0,0,73,99,0.0
BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,6357060,0,0,0,127,0,1,0,102,230,0.0
BUENOS AIRES,General Pueyrredón,Batán,6357070,1.266,0,0,1.110,7,1,0,634,3.018,0.0
BUENOS AIRES,General Pueyrredón,Chapadmalal,6357080,83,0,0,1.664,0,1,0,353,2.101,0.0
BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,6357100,249,0,0,19,0,1,0,208,477,0.0
BUENOS AIRES,General Pueyrredón,Mar del Plata,6357110,15.285,121.533,533,103.846,567,7,0,1.117,242.888,0.0
BUENOS AIRES,General Pueyrredón,OTROS,Sin Datos,0,0,0,151,0,0,0,0,151,0.0
BUENOS AIRES,General Pueyrredón,Sierra de los Padres,6357120,468,0,0,210,1,0,0,256,935,0.0
BUENOS AIRES,General Pueyrredón,Camet,6357090,1.226,0,0,377,0,0,0,254,1.857,0.0
BUENOS AIRES,General Rodríguez,General Rodríguez,6364030,1.293,10.535,21,3.249,4,1,0,505,15.608,0.0
BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,6364030,0,0,0,2,0,0,0,0,2,0.0
BUENOS AIRES,General San Martín,Barrio Parque General San Martin,6371010,0,0,3,2.486,0,0,0,2,2.491,0.0
BUENOS AIRES,General San Martín,Billinghurst,6371010,15,735,0,3.301,0,0,0,0,4.051,0.0
BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,6371010,4.382,25.191,5,5.514,88,4,0,4,35.188,0.0
BUENOS AIRES,General San Martín,Villa Ayacucho,6371010,0,170,0,436,0,0,0,0,606,0.0
BUENOS AIRES,General San Martín,Villa Ballester,6371010,2.333,22.665,1,7.192,32,0,0,347,32.570,0.0
BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,6371010,0,564,0,930,0,0,0,0,1.494,0.0
BUENOS AIRES,General San Martín,Villa Chacabuco,6371010,0,717,0,16,0,0,0,0,733,0.0
BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,6371010,0,1.365,0,1.842,0,0,0,0,3.207,0.0
BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,6371010,0,569,0,684,0,0,0,0,1.253,0.0
BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,6371010,0,2.955,0,2.291,0,0,0,0,5.246,0.0
BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,6371010,0,1.393,0,1.923,0,0,0,0,3.316,0.0
BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,6371010,0,617,0,948,0,0,0,0,1.565,0.0
BUENOS AIRES,General San Martín,Villa Godoy Cruz,6371010,0,729,0,1.073,0,0,0,0,1.802,0.0
BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,6371010,0,935,0,2.345,0,0,0,382,3.662,0.0
BUENOS AIRES,General San Martín,Villa Gregoria Matorras,6371010,0,1.075,0,1.859,0,0,0,0,2.934,0.0
BUENOS AIRES,General San Martín,Villa José León Suarez,6371010,1.903,3.678,0,643,16,0,0,1.333,7.573,0.0
BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,6371010,0,1.177,0,2.369,0,0,0,0,3.546,0.0
BUENOS AIRES,General San Martín,Villa Libertad,6371010,0,1.220,0,2.219,0,0,0,0,3.439,0.0
BUENOS AIRES,General San Martín,Villa Lynch,6371010,283,2.191,2,14,2,0,0,0,2.492,0.0
BUENOS AIRES,General San Martín,Villa Maipu,6371010,109,1.556,0,2.748,0,0,0,545,4.958,0.0
BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,6371010,0,596,0,1.096,0,0,0,0,1.692,0.0
BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,6371010,0,204,0,328,0,0,0,0,532,0.0
BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,6371010,0,161,0,351,32,0,0,0,544,0.0
BUENOS AIRES,General San Martín,Villa San Andrés,6371010,1.112,5.854,0,1.068,20,0,0,586,8.640,0.0
BUENOS AIRES,General San Martín,Villa Yapeyú,6371010,0,289,0,460,0,0,0,0,749,0.0
BUENOS AIRES,General Viamonte,Los Toldos,6385030,262,0,1,4.159,0,0,0,57,4.479,0.0
BUENOS AIRES,General Villegas,Coronel Charlone,6392030,317,0,0,60,0,1,0,0,378,0.0
BUENOS AIRES,General Villegas,General Villegas  (Est. Villegas),6392050,340,24,0,3.388,0,1,0,46,3.799,0.0
BUENOS AIRES,General Villegas,Piedritas,6392080,368,0,0,189,0,1,0,58,616,0.0
BUENOS AIRES,Guaminí,Guaminí,6399040,0,0,0,75,0,0,0,345,420,0.0
BUENOS AIRES,Guaminí,Garré,6399030,0,0,0,288,0,0,0,0,288,0.0
BUENOS AIRES,Hurlingham,Hurlingham,6408010,548,15.221,57,16.573,65,0,0,296,32.760,0.0
BUENOS AIRES,Hurlingham,Villa Santos Tesei,6408010,122,7.225,27,13.068,1,0,0,72,20.515,0.0
BUENOS AIRES,Hurlingham,William C. Morris,6408010,0,11,0,16,0,0,0,351,378,0.0
BUENOS AIRES,Ituzaingó,Ituzaingó Centro,6410010,419,26.821,122,22.279,122,3,0,199,49.965,0.0
BUENOS AIRES,Ituzaingó,OTROS,Sin Datos,2,0,0,2,0,0,0,0,4,0.0
BUENOS AIRES,Ituzaingó,Villa Gobernador Udaondo,6410010,21,8.796,9,3.253,0,0,0,338,12.417,0.0
BUENOS AIRES,José C. Paz,José C Paz,6412010,2.429,28.431,84,12.224,482,2,0,108,43.760,0.0
BUENOS AIRES,Junín,Agustín Roca,6413010,0,0,0,89,0,0,0,215,304,0.0
BUENOS AIRES,Junín,Agustina,6413020,0,0,0,8,0,0,0,0,8,0.0
BUENOS AIRES,Junín,Junín,6413050,3.361,18.285,87,3.058,89,1,0,8.310,33.191,0.0
BUENOS AIRES,Junín,Laplacette,6413060,0,0,0,1,0,0,16,0,17,0.0
BUENOS AIRES,Junín,Morse,6413070,0,61,0,254,0,0,0,110,425,0.0
BUENOS AIRES,La Costa,Las Toninas,6420010,444,1.076,2,61,401,0,0,26,2.010,0.0
BUENOS AIRES,La Costa,Mar de Ajó - San Bernardo,6420020,1.749,4.326,33,8.970,891,0,0,1,15.970,0.0
BUENOS AIRES,La Costa,San Clemente del Tuyú,6420030,1.684,3.140,5,358,0,0,0,40,5.227,0.0
BUENOS AIRES,La Costa,Santa Teresita - Mar del Tuyú,6420040,3.600,7.654,16,191,18,0,0,201,11.680,0.0
BUENOS AIRES,La Costa,Aguas Verdes,6420030,29,0,0,137,0,0,0,1,167,0.0
BUENOS AIRES,La Costa,Lucila Del Mar,6420030,153,943,0,1.452,173,0,0,1,2.722,0.0
BUENOS AIRES,La Matanza,Ciudad Evita,6427010,351,10.138,27,3.175,31,0,0,99,13.821,0.0
BUENOS AIRES,La Matanza,Gonzalez Catán,6427010,119,31.528,27,15.835,33,7,0,1.502,49.051,0.0
BUENOS AIRES,La Matanza,Gregorio De Laferrere,6427010,88,26.889,15,19.628,29,0,0,1.451,48.100,0.0
BUENOS AIRES,La Matanza,Isidro Casanova,6427010,191,21.818,34,26.985,61,0,0,253,49.342,0.0
BUENOS AIRES,La Matanza,La Tablada,6427010,365,15.630,2,10,7,0,0,933,16.947,0.0
BUENOS AIRES,La Matanza,Lomas Del Mirador,6427010,637,12.926,11,4,13,0,0,65,13.656,0.0
BUENOS AIRES,La Matanza,Rafael Castillo,6427010,34,14.297,10,9.215,7,0,0,274,23.837,0.0
BUENOS AIRES,La Matanza,Ramos Mejía,6427010,818,37.021,80,7.809,95,2,0,19,45.844,0.0
BUENOS AIRES,La Matanza,San Justo,6427010,668,24.933,101,13.387,111,1,0,857,40.058,0.0
BUENOS AIRES,La Matanza,Tapiales,6427010,696,3.719,27,7.683,14,1,0,1,12.141,0.0
BUENOS AIRES,La Matanza,Villa  Eduardo Madero,6427010,194,16.709,50,11.900,76,0,0,168,29.097,0.0
BUENOS AIRES,La Matanza,Villa Luzuriaga,6427010,170,17.378,1,30,1,0,0,114,17.694,0.0
BUENOS AIRES,La Matanza,Virrey Del Pino,6427010,4.526,19.962,0,1.128,0,0,0,367,25.983,0.0
BUENOS AIRES,La Plata,Abasto,6441030,376,608,0,3.174,0,0,0,5,4.163,0.0
BUENOS AIRES,La Plata,City Bell,6441030,0,12.230,0,185,0,0,0,145,12.560,0.0
BUENOS AIRES,La Plata,Joaquin Gorina,6441030,0,876,0,125,0,0,0,0,1.001,0.0
BUENOS AIRES,La Plata,La Plata,6441030,11.819,131.591,537,39.467,805,9,0,3.239,187.467,0.0
BUENOS AIRES,La Plata,Los Hornos,6441030,0,3.567,0,254,0,0,0,145,3.966,0.0
BUENOS AIRES,La Plata,Manuel B Gonnet,6441030,0,12.238,0,170,0,0,0,0,12.408,0.0
BUENOS AIRES,La Plata,OTROS,Sin Datos,0,22,0,9,0,0,0,0,31,0.0
BUENOS AIRES,La Plata,Ringuelet,6441030,0,4.085,0,89,0,0,0,0,4.174,0.0
BUENOS AIRES,La Plata,Tolosa,6441030,0,13.308,0,264,0,0,0,0,13.572,0.0
BUENOS AIRES,La Plata,Villa Elisa,6441030,0,6.262,0,150,0,0,0,145,6.557,0.0
BUENOS AIRES,La Plata,Villa Elvira,6441030,0,4.556,0,153,0,0,0,1.068,5.777,0.0
BUENOS AIRES,La Plata,El Retiro,6441030,0,0,0,1,0,0,0,0,1,0.0
BUENOS AIRES,Lanús,Gerli,6434010,42,6.313,14,5.985,3,0,0,0,12.357,0.0
BUENOS AIRES,Lanús,Lanús Este,6434010,551,27.058,83,26.487,82,1,0,115,54.377,0.0
BUENOS AIRES,Lanús,Lanús Oeste,6434010,0,12.264,1,14.118,0,0,0,364,26.747,0.0
BUENOS AIRES,Lanús,Monte Chingolo,6434010,73,10.751,47,16.020,71,0,0,0,26.962,0.0
BUENOS AIRES,Lanús,Remedios Escalada De San Martin,6434010,65,14.315,19,5.137,19,0,0,344,19.899,0.0
BUENOS AIRES,Lanús,Valentín Alsina,6434010,192,7.292,79,12.001,91,0,0,3,19.658,0.0
BUENOS AIRES,Laprida,Laprida,6448010,0,22,0,2.741,0,0,0,0,2.763,0.0
BUENOS AIRES,Las Flores,Las Flores,6455030,2.063,0,0,2.286,0,0,0,809,5.158,0.0
BUENOS AIRES,Las Flores,El Trigo,6455020,0,0,0,1,0,0,0,3,4,0.0
BUENOS AIRES,Leandro N. Alem,El Dorado,6462020,0,0,0,11,0,1,0,136,148,0.0
BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),6462040,252,457,0,396,0,0,0,8,1.113,0.0
BUENOS AIRES,Leandro N. Alem,Vedia,6462060,941,0,0,533,45,1,0,1.201,2.721,0.0
BUENOS AIRES,Lincoln,El Triunfo,6469060,0,0,1,10,0,0,0,0,11,0.0
BUENOS AIRES,Lincoln,Lincoln,6469080,813,8.631,39,11,1,0,0,0,9.495,0.0
